# KAPUTNIK Flight Data v4
# Sample rate: 500 Hz
# Samples: 8977
# Accel range: +/-16 g
# Gyro range: +/-2000 dps
# Epoch start: 1776860477158
epoch_us,ax,ay,az,gx,gy,gz,gp14,mx,my,mz,mag_valid
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776864772125295,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
